Date,Close,High,Low,Open,Volume
,ARB11841-USD,ARB11841-USD,ARB11841-USD,ARB11841-USD,ARB11841-USD
2023-03-23,1.3310819864273071,11.796991348266602,1.104477047920227,11.796991348266602,2314949442
2023-03-24,1.2724920511245728,1.5558719635009766,1.1860599517822266,1.325395941734314,2537709581
2023-03-25,1.2247049808502197,1.3072320222854614,1.1929700374603271,1.272392988204956,1294894243
2023-03-26,1.2833149433135986,1.3418530225753784,1.2080919742584229,1.2241170406341553,1059587959
2023-03-27,1.1627049446105957,1.3202749490737915,1.124495029449463,1.2825210094451904,1014240603
2023-03-28,1.217756986618042,1.2204829454421997,1.12049400806427,1.1628550291061401,696636270
2023-03-29,1.2241610288619995,1.2718050479888916,1.201920986175537,1.2179559469223022,791191358
2023-03-30,1.379040002822876,1.418584942817688,1.2244739532470703,1.2244739532470703,1860326377
2023-03-31,1.3943849802017212,1.4347790479660034,1.3425860404968262,1.3785090446472168,1023537825
2023-04-01,1.27143394947052,1.4011820554733276,1.2691789865493774,1.3936660289764404,708114802
2023-04-02,1.1998100280761719,1.297124981880188,1.1415400505065918,1.2941980361938477,1060389104
2023-04-03,1.1559460163116455,1.2243069410324097,1.113402009010315,1.2005590200424194,910113344
2023-04-04,1.2350339889526367,1.2622369527816772,1.1512839794158936,1.155964970588684,741794294
2023-04-05,1.2437399625778198,1.2849509716033936,1.2129590511322021,1.234910011291504,681537437
2023-04-06,1.2131710052490234,1.244223952293396,1.185613989830017,1.243623971939087,389645869
2023-04-07,1.1975510120391846,1.2423399686813354,1.1856410503387451,1.2131810188293457,331234273
2023-04-08,1.1630359888076782,1.2083109617233276,1.1572779417037964,1.197363018989563,238160037
2023-04-09,1.1838949918746948,1.1935549974441528,1.1525100469589233,1.1627819538116455,250921874
2023-04-10,1.24275803565979,1.247944951057434,1.1660000085830688,1.1838459968566895,391761283
2023-04-11,1.2176369428634644,1.2527389526367188,1.212962031364441,1.2428489923477173,329521306
2023-04-12,1.200773000717163,1.2183400392532349,1.1661479473114014,1.2177749872207642,344433781
2023-04-13,1.365628957748413,1.3718969821929932,1.1842269897460938,1.194301962852478,1053950856
2023-04-14,1.688148021697998,1.7194960117340088,1.3664560317993164,1.3664560317993164,2927617181
2023-04-15,1.6488920450210571,1.733044981956482,1.6247069835662842,1.6878670454025269,1552620817
2023-04-16,1.698544979095459,1.7075320482254028,1.5978070497512817,1.6494669914245605,1105455426
2023-04-17,1.6124279499053955,1.6988279819488525,1.5981090068817139,1.6988279819488525,881877178
2023-04-18,1.6736969947814941,1.801118016242981,1.5976279973983765,1.6127949953079224,1701258535
